Date,Open,High,Low,Close,Adj Close,Volume
2019-07-24,83.750000,83.900002,83.550003,83.550003,80.920647,3364336
2019-07-25,83.550003,83.800003,83.400002,83.800003,81.162781,4931659
2019-07-26,83.400002,83.400002,83.199997,83.250000,80.630089,3129687
2019-07-29,83.099998,83.449997,83.050003,83.449997,80.823792,3042246
2019-07-30,83.599998,83.699997,83.199997,83.199997,80.581657,2083374
2019-07-31,83.150002,83.150002,82.449997,82.800003,80.194252,3119262
2019-08-01,82.199997,82.550003,82.099998,82.300003,79.709984,5042943
2019-08-02,81.050003,81.199997,80.599998,80.949997,78.402466,16846402
2019-08-05,80.699997,80.849998,79.900002,80.150002,77.627647,20659506
2019-08-06,78.650002,80.449997,78.500000,80.099998,77.579216,24901846
2019-08-07,80.150002,80.199997,79.550003,79.699997,77.191803,16856004
2019-08-08,80.050003,80.800003,80.000000,80.650002,78.111916,5036121
2019-08-12,80.650002,80.849998,80.150002,80.599998,78.063484,3168030
2019-08-13,80.150002,80.150002,79.550003,79.699997,77.191803,7431519
2019-08-14,80.699997,80.800003,80.300003,80.300003,77.772926,7382138
2019-08-15,79.199997,79.599998,79.099998,79.400002,76.901253,15972089
2019-08-16,79.449997,80.349998,79.250000,80.349998,77.821350,6158748
2019-08-19,80.750000,80.900002,80.300003,80.800003,78.257195,6475352
2019-08-20,80.849998,81.099998,80.800003,81.000000,78.450897,4179197
2019-08-21,80.949997,81.150002,80.900002,81.099998,78.547745,6092896
2019-08-22,81.300003,81.650002,80.800003,80.900002,78.354042,9379398
2019-08-23,80.900002,81.099998,80.750000,81.000000,78.450897,3211036
2019-08-26,79.800003,80.099998,79.599998,79.650002,77.143379,12292310
2019-08-27,80.150002,80.199997,79.750000,79.849998,77.337082,2535864
2019-08-28,80.099998,80.550003,80.099998,80.400002,77.869781,3318188
2019-08-29,80.449997,80.599998,80.000000,80.550003,78.015060,3233649
2019-08-30,81.150002,81.900002,81.150002,81.849998,79.274147,19370894
2019-09-02,81.800003,82.000000,81.650002,81.900002,79.322571,6457870
2019-09-03,81.849998,82.000000,81.199997,81.199997,78.644600,5052925
2019-09-04,81.449997,82.199997,81.400002,82.150002,79.564705,10748771
2019-09-05,82.550003,83.199997,82.550003,83.000000,80.387955,25429390
2019-09-06,83.250000,83.550003,83.250000,83.500000,80.872223,17226303
2019-09-10,83.949997,83.949997,83.199997,83.400002,80.775368,5171847
2019-09-11,83.750000,83.900002,83.300003,83.449997,80.823792,4746200
2019-09-12,84.099998,84.250000,83.750000,83.900002,81.259636,9281122
2019-09-16,84.000000,84.449997,83.949997,84.400002,81.743896,10929792
2019-09-17,84.400002,84.449997,84.199997,84.250000,81.598618,4966780
2019-09-18,84.400002,85.000000,84.349998,84.949997,82.276588,16999486
2019-09-19,84.949997,85.150002,84.400002,84.449997,81.792320,7777364
2019-09-20,84.650002,84.900002,84.650002,84.699997,82.034454,8231699
2019-09-23,84.650002,84.849998,84.500000,84.500000,81.840752,4369839
2019-09-24,84.500000,84.849998,84.349998,84.650002,81.986031,4852012
2019-09-25,84.349998,84.349998,83.900002,84.099998,81.453339,3927674
2019-09-26,84.449997,84.699997,84.150002,84.300003,81.647049,5194687
2019-09-27,84.900002,85.199997,84.500000,84.599998,81.937599,8884695
2019-10-01,84.800003,86.000000,84.800003,85.949997,83.245117,9116908
2019-10-02,85.599998,85.900002,85.599998,85.650002,82.954559,5653658
2019-10-03,84.400002,85.099998,84.300003,84.800003,82.131310,4868237
2019-10-04,85.199997,85.400002,84.750000,85.150002,82.470299,3746987
2019-10-07,85.400002,85.650002,85.199997,85.449997,82.760849,4140747
2019-10-08,85.849998,86.599998,85.849998,86.500000,83.777809,12195435
2019-10-09,86.150002,86.199997,85.800003,85.800003,83.099838,6916829
2019-10-14,87.000000,87.550003,87.000000,87.550003,84.794769,9491298
2019-10-15,87.550003,87.849998,87.300003,87.699997,84.940041,4377610
2019-10-16,88.000000,88.150002,87.849998,88.099998,85.327454,3983672
2019-10-17,88.050003,88.150002,87.800003,88.150002,85.375885,2540883
2019-10-18,88.150002,88.650002,87.900002,87.949997,85.182175,2815798
2019-10-21,87.949997,88.000000,87.750000,87.849998,85.085320,1077652
2019-10-22,88.199997,88.800003,88.199997,88.699997,85.908569,3256399
2019-10-23,88.699997,88.800003,88.300003,88.449997,85.666435,2580656
2019-10-24,88.699997,88.800003,88.500000,88.800003,86.005432,2579559
2019-10-25,89.199997,89.199997,88.599998,88.800003,86.005432,7971190
2019-10-28,89.250000,89.300003,89.000000,89.199997,86.392838,5009774
2019-10-29,89.500000,89.650002,89.349998,89.449997,86.634972,7410985
2019-10-30,89.449997,89.849998,89.300003,89.849998,87.022385,5384270
2019-10-31,89.900002,90.599998,89.900002,90.099998,87.264511,9458164
2019-11-01,90.000000,90.199997,89.750000,90.099998,87.264511,2806778
2019-11-04,90.550003,92.250000,90.550003,92.199997,89.298424,6730681
2019-11-05,92.400002,92.900002,92.349998,92.900002,89.976402,3966279
2019-11-06,92.949997,93.349998,92.750000,93.349998,90.412231,4494319
2019-11-07,93.199997,93.199997,92.349998,92.849998,89.927971,3050118
2019-11-08,93.000000,93.050003,92.400002,92.550003,89.637413,2890536
2019-11-11,92.400002,92.449997,91.050003,91.150002,88.281471,5859344
2019-11-12,91.550003,92.000000,91.550003,92.000000,89.104721,2426297
2019-11-13,91.550003,91.650002,91.050003,91.449997,88.572029,1935545
2019-11-14,91.599998,91.800003,91.199997,91.400002,88.523605,2174281
2019-11-15,92.000000,92.500000,92.000000,92.300003,89.395287,2510879
2019-11-18,92.500000,92.900002,92.400002,92.900002,89.976402,2087613
2019-11-19,92.900002,93.599998,92.650002,93.599998,90.654366,2821624
2019-11-20,93.599998,93.599998,93.099998,93.250000,90.315384,7954619
2019-11-21,92.300003,92.550003,91.800003,92.500000,89.588989,3283838
2019-11-22,92.550003,92.750000,92.400002,92.550003,89.637413,1506544
2019-11-25,93.000000,93.099998,92.550003,92.599998,89.685837,2520694
2019-11-26,92.949997,93.300003,92.800003,92.849998,89.927971,3827480
2019-11-27,92.849998,93.199997,92.750000,93.199997,90.266953,1957676
2019-11-28,93.250000,93.250000,92.800003,92.949997,90.024818,1352720
2019-11-29,92.849998,92.849998,91.449997,91.500000,88.620461,5344208
2019-12-02,91.949997,92.150002,91.750000,92.050003,89.153152,2068341
2019-12-03,91.699997,92.199997,91.599998,92.050003,89.153152,1410794
2019-12-04,91.849998,91.900002,91.400002,91.699997,88.814163,2310508
2019-12-05,92.349998,93.000000,92.199997,92.900002,89.976402,3441050
2019-12-06,93.300003,93.500000,92.750000,93.050003,90.121681,3394433
2019-12-09,93.199997,93.800003,93.199997,93.650002,90.702797,2912194
2019-12-10,93.400002,93.400002,92.800003,93.000000,90.073250,5295431
2019-12-11,93.000000,93.750000,92.949997,93.750000,90.799652,1936772
2019-12-12,94.349998,96.099998,94.349998,95.849998,92.833557,8420111
2019-12-13,96.750000,97.400002,96.699997,96.900002,93.850517,5880136
2019-12-16,96.949997,97.050003,96.650002,96.849998,93.802086,70448
2019-12-17,96.750000,98.150002,96.699997,98.150002,95.061180,4703223
2019-12-18,98.000000,98.300003,97.800003,98.199997,95.109604,3762355
2019-12-19,98.150002,98.199997,97.550003,97.650002,94.576912,2271007
2019-12-20,97.550003,97.550003,96.699997,96.949997,93.898941,3353485
2019-12-23,97.000000,97.300003,96.949997,97.150002,94.092651,3416729
2019-12-24,97.300003,97.449997,97.199997,97.199997,94.141075,1409728
2019-12-25,97.199997,97.449997,97.050003,97.349998,94.286354,1789167
2019-12-26,97.550003,97.550003,97.099998,97.349998,94.286354,3095969
2019-12-27,97.599998,98.150002,97.599998,98.000000,94.915901,2978047
2019-12-30,98.000000,98.250000,97.599998,97.800003,94.722198,3138762
2019-12-31,97.099998,97.199997,96.949997,96.949997,93.898941,4303947
2020-01-02,97.050003,98.000000,97.050003,97.650002,94.576912,4882015
2020-01-03,98.300003,98.699997,97.000000,97.650002,94.576912,6813547
2020-01-06,97.050003,97.099998,96.400002,96.400002,93.366257,9321768
2020-01-07,96.449997,96.699997,95.400002,96.099998,93.075691,6328602
2020-01-08,95.199997,96.199997,95.050003,95.650002,92.639854,8516995
2020-01-09,96.300003,97.099998,96.300003,96.949997,93.898941,7163943
2020-01-10,97.500000,97.800003,96.949997,97.300003,94.237930,9071925
2020-01-13,97.849998,98.099998,97.500000,98.000000,94.915901,6650898
2020-01-14,98.500000,98.849998,98.400002,98.599998,95.497017,11544956
2020-01-15,98.699997,98.699997,97.449997,97.599998,94.528488,10259354
2020-01-16,97.150002,97.500000,97.000000,97.300003,94.237930,8686499
2020-01-17,97.699997,97.750000,97.099998,97.300003,94.237930,8121134
2020-01-20,97.550003,98.000000,97.550003,97.699997,94.625336,6969945
2020-01-30,95.000000,95.000000,92.150002,92.150002,89.250000,32262874
2020-01-31,90.650002,90.650002,89.650002,89.949997,89.949997,22497767
2020-02-03,88.500000,89.150002,87.599998,89.050003,89.050003,15823593
2020-02-04,96.949997,96.949997,90.599998,90.599998,90.599998,8904471
2020-02-05,91.000000,91.300003,90.300003,90.849998,90.849998,6701508
2020-02-06,91.650002,92.300003,91.349998,92.300003,92.300003,10696477
2020-02-07,91.650002,91.650002,90.949997,91.199997,91.199997,9554828
2020-02-10,90.000000,91.199997,89.599998,91.000000,91.000000,7308908
2020-02-11,91.349998,91.949997,91.349998,91.750000,91.750000,5115402
2020-02-12,92.000000,92.900002,92.000000,92.650002,92.650002,5640117
2020-02-13,93.000000,93.250000,92.699997,92.800003,92.800003,5754317
2020-02-14,92.800003,93.250000,92.550003,92.949997,92.949997,4988165
2020-02-17,92.300003,92.550003,91.949997,92.300003,92.300003,6266211
2020-02-18,91.400002,91.599998,91.000000,91.050003,91.050003,12529356
2020-02-19,91.150002,92.250000,91.050003,92.099998,92.099998,7947011
2020-02-20,92.349998,92.500000,91.349998,91.699997,91.699997,6538336
2020-02-21,91.650002,91.949997,90.949997,91.250000,91.250000,5401188
2020-02-24,90.250000,90.400002,89.699997,90.099998,90.099998,13571936
2020-02-25,89.500000,90.500000,89.449997,90.349998,90.349998,8840104
2020-02-26,89.150002,89.750000,88.900002,89.449997,89.449997,15081003
2020-02-27,89.349998,89.500000,88.349998,88.650002,88.650002,24688054
2020-03-02,87.500000,88.250000,86.849998,87.349998,87.349998,27894641
2020-03-03,88.849998,88.949997,88.250000,88.599998,88.599998,11071900
2020-03-04,88.800003,89.199997,88.400002,89.199997,89.199997,8437415
2020-03-05,89.800003,90.250000,89.750000,90.199997,90.199997,9785483
2020-03-06,89.650002,89.650002,88.300003,88.349998,88.349998,17096376
2020-03-09,86.800003,86.800003,85.599998,85.849998,85.849998,27734426
2020-03-10,85.000000,86.300003,84.900002,86.300003,86.300003,23784345
2020-03-11,86.449997,86.550003,85.050003,85.300003,85.300003,15306570
2020-03-12,84.500000,84.500000,81.150002,82.150002,82.150002,44910246
2020-03-13,78.000000,81.400002,75.949997,81.000000,81.000000,53704860
2020-03-16,80.000000,80.400002,76.949997,77.300003,77.300003,33813951
2020-03-17,74.300003,76.699997,74.300003,74.849998,74.849998,51145832
2020-03-18,74.949997,75.250000,72.800003,72.800003,72.800003,46790503
2020-03-19,71.000000,71.000000,67.250000,68.550003,68.550003,68038340
2020-03-20,71.000000,74.000000,70.900002,74.000000,74.000000,40910533
2020-03-23,71.000000,72.099998,69.550003,70.800003,70.800003,22465117
2020-03-24,73.849998,75.300003,73.699997,74.250000,74.250000,26756843
2020-03-25,76.800003,77.449997,76.099998,76.849998,76.849998,32687820
2020-03-26,77.400002,77.449997,76.000000,77.199997,77.199997,19215688
2020-03-27,78.300003,78.699997,76.449997,76.599998,76.599998,21953901
2020-03-30,74.699997,76.150002,74.050003,75.849998,75.849998,13605883
2020-03-31,76.800003,77.199997,75.599998,76.150002,76.150002,9764000
2020-04-01,76.500000,76.650002,75.849998,75.900002,75.900002,9948017
2020-04-06,76.949997,77.099998,75.750000,77.050003,77.050003,12207626
2020-04-07,78.500000,78.900002,78.050003,78.500000,78.500000,15302038
2020-04-08,78.500000,79.699997,78.349998,79.599998,79.599998,15230698
2020-04-09,79.849998,80.099998,78.849998,79.250000,79.250000,15650105
2020-04-10,79.000000,79.349998,78.699997,79.300003,79.300003,5824779
2020-04-13,79.000000,79.400002,78.550003,78.800003,78.800003,7430914
2020-04-14,79.050003,80.949997,79.050003,80.949997,80.949997,13121792
2020-04-15,81.250000,81.500000,81.000000,81.199997,81.199997,17361116
2020-04-16,80.199997,81.099998,80.050003,80.800003,80.800003,12409525
2020-04-17,83.000000,84.000000,82.699997,83.250000,83.250000,34532038
2020-04-20,83.250000,83.500000,82.800003,83.000000,83.000000,12336416
2020-04-21,82.650002,82.650002,80.500000,80.599998,80.599998,21082454
2020-04-22,80.000000,80.599998,79.500000,80.599998,80.599998,10896151
2020-04-23,81.150002,82.000000,80.300003,80.900002,80.900002,13298948
2020-04-24,80.800003,81.000000,80.449997,80.900002,80.900002,5764752
2020-04-27,82.150002,82.599998,81.650002,82.550003,82.550003,13917724
2020-04-28,82.900002,82.900002,82.000000,82.550003,82.550003,7556661
2020-04-29,83.050003,83.900002,82.949997,83.699997,83.699997,11874079
2020-04-30,84.449997,85.500000,84.400002,85.500000,85.500000,18785156
2020-05-04,82.400002,83.300003,82.199997,83.000000,83.000000,15648380
2020-05-05,83.500000,83.800003,83.000000,83.400002,83.400002,7810636
2020-05-06,83.300003,83.750000,82.599998,83.500000,83.500000,6142593
2020-05-07,83.500000,84.150002,83.300003,83.849998,83.849998,6140995
2020-05-08,84.599998,84.750000,84.000000,84.349998,84.349998,6034013
2020-05-11,85.000000,85.400002,84.699997,85.050003,85.050003,6655422
2020-05-12,84.599998,84.599998,83.650002,84.050003,84.050003,11549365
2020-05-13,83.699997,84.400002,83.599998,84.300003,84.300003,4967165
2020-05-14,83.800003,83.849998,83.199997,83.300003,83.300003,8743268
2020-05-15,84.050003,84.250000,83.050003,83.849998,83.849998,6190781
2020-05-18,83.050003,83.449997,82.800003,83.150002,83.150002,8271703
2020-05-19,84.400002,84.500000,83.650002,83.900002,83.900002,5477775
2020-05-20,84.000000,84.199997,83.500000,83.800003,83.800003,9894141
2020-05-21,84.150002,84.800003,84.099998,84.500000,84.500000,7568047
2020-05-22,83.800003,83.900002,82.900002,82.949997,82.949997,13354146
2020-05-25,83.150002,83.500000,82.150002,83.500000,83.500000,5250544
2020-05-26,84.250000,84.650002,83.849998,84.449997,84.449997,15454949
2020-05-27,84.699997,84.849998,84.050003,84.349998,84.349998,4589767
2020-05-28,84.900002,84.900002,83.550003,83.849998,83.849998,7476909
2020-05-29,83.400002,84.449997,83.000000,84.449997,84.449997,5320690
2020-06-01,84.449997,85.150002,84.400002,84.900002,84.900002,8365321
2020-06-02,85.000000,85.500000,85.000000,85.300003,85.300003,11947060
2020-06-03,86.150002,86.900002,86.099998,86.800003,86.800003,18117244
2020-06-04,87.500000,87.750000,87.150002,87.599998,87.599998,15036553
2020-06-05,87.699997,88.349998,87.699997,88.349998,88.349998,9916582
2020-06-08,88.900002,89.800003,88.800003,89.500000,89.500000,15549542
2020-06-09,89.599998,89.800003,88.949997,89.599998,89.599998,11356579
2020-06-10,89.650002,90.699997,89.550003,90.449997,90.449997,10998897
2020-06-11,90.449997,90.849998,89.000000,89.050003,89.050003,14179192
2020-06-12,87.250000,88.500000,87.099998,88.250000,88.250000,21441000
